pl_name,hostname,exomoon_reference,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_orbeccen,pl_insol,pl_eqt,ttv_flag,st_refname,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_vmag,sy_kmag,sy_gaiamag,rowupdate,pl_pubdate,releasedate
Kepler-397 c,Kepler-397,"<a refstr=""Kipping et al., 2022 "" href=https://www.nature.com/articles/s41550-021-01539-1> </a>",1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,135.498527,0.48,6.18,0.551,,,,,,,1,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5307,0.767,,,,4.572,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h43m34.57s,295.8940373,+42d22m49.86s,42.3805156,,16.357,13.9,,2014-05-14,2014-03,2014-05-14
Kepler-1628 b,Kepler-1628,"<a refstr=""Kipping et al., 2022 "" href=https://www.nature.com/articles/s41550-021-01539-1> </a>",1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,76.378033,,6.43,0.57364618,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,3724,0.52,0.55,0.17,[Fe/H],4.74,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h46m32.09s,281.6336936,+43d24m41.60s,43.4115547,,17.8298,13.224,16.9534,2016-05-06,2016-05,2016-05-10
Kepler-1708 b,Kepler-1708,"<a refstr=""Kipping et al., 2022 "" href=https://www.nature.com/articles/s41550-021-01539-1> </a>",1,1,Transit,2021,Kepler,Published Confirmed,0,<a refstr=KIPPING_ET_AL__2022 href=https://www.nature.com/articles/s41550-021-01539-1 target=ref>Kipping et al. 2022</a>,737.1131,1.64,9.96,0.88857321,1462.010672,4.6,Mass,0.4,0.561,,0,<a refstr=KIPPING_ET_AL__2022 href=https://www.nature.com/articles/s41550-021-01539-1 target=ref>Kipping et al. 2022</a>,,6157,1.117,1.088,0,[Fe/H],4.37,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h47m17.79s,296.8241065,+43d37m29.35s,43.6248197,1666.69,15.823,14.089,15.6837,2022-01-10,2022-01,2022-01-10
Kepler-1654 b,Kepler-1654,"<a refstr=""Kipping et al., 2022 "" href=https://www.nature.com/articles/s41550-021-01539-1> </a>",1,1,Transit,2018,Kepler,Published Confirmed,0,<a refstr=BEICHMAN_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..158B/abstract target=ref>Beichman et al. 2018</a>,1047.8356,2.026,9.180171,0.819,158.915,0.5,Mass,0.26,0.3,206,0,<a refstr=BEICHMAN_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..158B/abstract target=ref>Beichman et al. 2018</a>,G5 V,5597,1.179,1.011,-0.088,[Fe/H],4.3001,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h48m44.57s,282.1856949,+44d26m04.06s,44.4344617,568.117,13.497,11.922,13.4057,2018-03-05,2018-04,2018-03-08
Kepler-421 b,Kepler-421,"<a refstr=""Kipping et al., 2022 "" href=https://www.nature.com/articles/s41550-021-01539-1> </a>",1,1,Transit,2014,Kepler,Published Confirmed,0,<a refstr=KIPPING_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...795...25K/abstract target=ref>Kipping et al. 2014</a>,704.1984,1.219,4.16,0.371,,,,0.041,,185,0,<a refstr=KIPPING_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...795...25K/abstract target=ref>Kipping et al. 2014</a>,G9/K0,5308,0.757,0.794,-0.25,[Fe/H],4.61,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h53m01.63s,283.2568116,+45d05m15.66s,45.0876823,348.558,13.611,11.535,13.3477,2014-07-23,2014-07,2014-07-23
KIC 9663113 b,KIC 9663113,"<a refstr=""Kipping et al., 2022 "" href=https://www.nature.com/articles/s41550-021-01539-1> </a>",1,2,Transit,2015,Kepler,Published Confirmed,0,<a refstr=WANG_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...815..127W/abstract target=ref>Wang et al. 2015</a>,572.3847,,4.6,0.41038451,,,,,,,0,<a refstr=WANG_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...815..127W/abstract target=ref>Wang et al. 2015</a>,,6065,1.03,0.98,-0.28,[Fe/H],4.42,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h48m10.90s,297.0454037,+46d19m43.20s,46.3286653,1594.74,14.027,12.502,13.9075,2015-12-24,2015-12,2016-01-05
Kepler-458 c,KIC 9663113,"<a refstr=""Kipping et al., 2022 "" href=https://www.nature.com/articles/s41550-021-01539-1> </a>",1,2,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,20.74028413,,4.2,0.3746989,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,6117.21,2.21562,1.15,0.1436,[M/H],3.80778,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h48m10.90s,297.0454037,+46d19m43.20s,46.3286653,1594.74,14.027,12.502,13.9075,2016-05-06,2016-05,2016-05-10
WASP-12 b,WASP-12,"<a refstr="" Ben-Jaffel & Ballester, 2014 "" href=https://arxiv.org/abs/1404.1084></a>",3,1,Transit,2008,SuperWASP,Published Confirmed,0,<a refstr=LEONARDI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...686A..84L/abstract target=ref>Leonardi et al. 2024</a>,1.091418901,0.0234,22.02564708,1.965,,,,,,,0,<a refstr=LEONARDI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...686A..84L/abstract target=ref>Leonardi et al. 2024</a>,,6265,1.69,1.325,0.12,[Fe/H],4.11,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h30m32.79s,97.636645,+29d40m20.16s,29.6722662,427.246,11.569,10.188,11.4999,2025-02-12,2024-06,2025-02-12
HD 189733 b,HD 189733,"<a refstr="" Ben-Jaffel & Ballester, 2014 "" href=https://arxiv.org/abs/1404.1084></a>",2,1,Radial Velocity,2005,Haute-Provence Observatory,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,2.21857567,,12.66617,1.13,359.1479,1.13,Mass,0,,,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5052,0.75,0.79,-0.02,[Fe/H],4.49,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h00m43.71s,300.1821223,+22d42m35.19s,22.7097759,19.7638,7.67,5.541,7.41432,2018-12-03,2017-03,2018-12-06
MOA-2011-BLG-262L b,MOA-2011-BLG-262L,"<a refstr="" Bennett et al., 2013 "" href=https://arxiv.org/abs/1404.1084></a>",1,1,Microlensing,2014,MOA,Published Confirmed,0,<a refstr=BENNETT_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...785..155B/abstract target=ref>Bennett et al. 2014</a>,,0.95,,,17,0.053,Mass,,,,0,<a refstr=BENNETT_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...785..155B/abstract target=ref>Bennett et al. 2014</a>,,,,0.11,,,,<a refstr=BENNETT_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...785..155B/abstract target=ref>Bennett et al. 2014</a>,18h00m23.48s,270.097833,-31d14m42.93s,-31.2452583,7200,,,,2020-03-13,2014-04,2019-12-05
HD 136352 b,HD 136352,"<a refstr="" Ehrenreich et al. 2023 "" href=https://www.aanda.org/articles/aa/full_html/2023/03/aa44790-22/aa44790-22.html></a>",1,3,Radial Velocity,2019,La Silla Observatory,Published Confirmed,0,<a refstr=DELREZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021NatAs.tmp..106D/abstract target=ref>Delrez et al. 2021</a>,11.57797,0.0964,1.664,0.14845239,4.72,0.01485078,Mass,0,111.6,905,0,<a refstr=DELREZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021NatAs.tmp..106D/abstract target=ref>Delrez et al. 2021</a>,,5664,1.058,0.87,-0.24,[M/H],4.39,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h21m45.63s,230.4401147,-48d19m07.74s,-48.3188174,14.682,5.65,4.159,5.48495,2021-08-09,2021-06,2021-08-09
HD 136352 c,HD 136352,"<a refstr="" Ehrenreich et al. 2023 "" href=https://www.aanda.org/articles/aa/full_html/2023/03/aa44790-22/aa44790-22.html></a>",1,3,Radial Velocity,2019,La Silla Observatory,Published Confirmed,0,<a refstr=DELREZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021NatAs.tmp..106D/abstract target=ref>Delrez et al. 2021</a>,27.59221,0.1721,2.916,0.26014854,11.24,0.03536499,Mass,0,35.1,677,0,<a refstr=DELREZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021NatAs.tmp..106D/abstract target=ref>Delrez et al. 2021</a>,,5664,1.058,0.87,-0.24,[M/H],4.39,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h21m45.63s,230.4401147,-48d19m07.74s,-48.3188174,14.682,5.65,4.159,5.48495,2021-08-09,2021-06,2021-08-09
HD 136352 d,HD 136352,"<a refstr="" Ehrenreich et al. 2023 "" href=https://www.aanda.org/articles/aa/full_html/2023/03/aa44790-22/aa44790-22.html></a>",1,3,Radial Velocity,2019,La Silla Observatory,Published Confirmed,0,<a refstr=DELREZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021NatAs.tmp..106D/abstract target=ref>Delrez et al. 2021</a>,107.245,0.425,2.562,0.22856672,8.82,0.02775082,Mass,0,5.74,431,0,<a refstr=DELREZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021NatAs.tmp..106D/abstract target=ref>Delrez et al. 2021</a>,,5664,1.058,0.87,-0.24,[M/H],4.39,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h21m45.63s,230.4401147,-48d19m07.74s,-48.3188174,14.682,5.65,4.159,5.48495,2021-08-09,2021-06,2021-08-09
HD 136352 b,HD 136352,"<a refstr="" Ehrenreich et al. 2023 "" href=https://www.aanda.org/articles/aa/full_html/2023/03/aa44790-22/aa44790-22.html></a>",1,3,Radial Velocity,2019,La Silla Observatory,Published Confirmed,0,<a refstr=DELREZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021NatAs.tmp..106D/abstract target=ref>Delrez et al. 2021</a>,11.57797,0.0964,1.664,0.14845239,4.72,0.01485078,Mass,0,111.6,905,0,<a refstr=DELREZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021NatAs.tmp..106D/abstract target=ref>Delrez et al. 2021</a>,,5664,1.058,0.87,-0.24,[M/H],4.39,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h21m45.63s,230.4401147,-48d19m07.74s,-48.3188174,14.682,5.65,4.159,5.48495,2021-08-09,2021-06,2021-08-09
HD 136352 c,HD 136352,"<a refstr="" Ehrenreich et al. 2023 "" href=https://www.aanda.org/articles/aa/full_html/2023/03/aa44790-22/aa44790-22.html></a>",1,3,Radial Velocity,2019,La Silla Observatory,Published Confirmed,0,<a refstr=DELREZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021NatAs.tmp..106D/abstract target=ref>Delrez et al. 2021</a>,27.59221,0.1721,2.916,0.26014854,11.24,0.03536499,Mass,0,35.1,677,0,<a refstr=DELREZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021NatAs.tmp..106D/abstract target=ref>Delrez et al. 2021</a>,,5664,1.058,0.87,-0.24,[M/H],4.39,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h21m45.63s,230.4401147,-48d19m07.74s,-48.3188174,14.682,5.65,4.159,5.48495,2021-08-09,2021-06,2021-08-09
HD 136352 d,HD 136352,"<a refstr="" Ehrenreich et al. 2023 "" href=https://www.aanda.org/articles/aa/full_html/2023/03/aa44790-22/aa44790-22.html></a>",1,3,Radial Velocity,2019,La Silla Observatory,Published Confirmed,0,<a refstr=DELREZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021NatAs.tmp..106D/abstract target=ref>Delrez et al. 2021</a>,107.245,0.425,2.562,0.22856672,8.82,0.02775082,Mass,0,5.74,431,0,<a refstr=DELREZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021NatAs.tmp..106D/abstract target=ref>Delrez et al. 2021</a>,,5664,1.058,0.87,-0.24,[M/H],4.39,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h21m45.63s,230.4401147,-48d19m07.74s,-48.3188174,14.682,5.65,4.159,5.48495,2021-08-09,2021-06,2021-08-09
HD 136352 b,HD 136352,"<a refstr="" Ehrenreich et al. 2023 "" href=https://www.aanda.org/articles/aa/full_html/2023/03/aa44790-22/aa44790-22.html></a>",1,3,Radial Velocity,2019,La Silla Observatory,Published Confirmed,0,<a refstr=DELREZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021NatAs.tmp..106D/abstract target=ref>Delrez et al. 2021</a>,11.57797,0.0964,1.664,0.14845239,4.72,0.01485078,Mass,0,111.6,905,0,<a refstr=DELREZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021NatAs.tmp..106D/abstract target=ref>Delrez et al. 2021</a>,,5664,1.058,0.87,-0.24,[M/H],4.39,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h21m45.63s,230.4401147,-48d19m07.74s,-48.3188174,14.682,5.65,4.159,5.48495,2021-08-09,2021-06,2021-08-09
HD 136352 c,HD 136352,"<a refstr="" Ehrenreich et al. 2023 "" href=https://www.aanda.org/articles/aa/full_html/2023/03/aa44790-22/aa44790-22.html></a>",1,3,Radial Velocity,2019,La Silla Observatory,Published Confirmed,0,<a refstr=DELREZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021NatAs.tmp..106D/abstract target=ref>Delrez et al. 2021</a>,27.59221,0.1721,2.916,0.26014854,11.24,0.03536499,Mass,0,35.1,677,0,<a refstr=DELREZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021NatAs.tmp..106D/abstract target=ref>Delrez et al. 2021</a>,,5664,1.058,0.87,-0.24,[M/H],4.39,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h21m45.63s,230.4401147,-48d19m07.74s,-48.3188174,14.682,5.65,4.159,5.48495,2021-08-09,2021-06,2021-08-09
HD 136352 d,HD 136352,"<a refstr="" Ehrenreich et al. 2023 "" href=https://www.aanda.org/articles/aa/full_html/2023/03/aa44790-22/aa44790-22.html></a>",1,3,Radial Velocity,2019,La Silla Observatory,Published Confirmed,0,<a refstr=DELREZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021NatAs.tmp..106D/abstract target=ref>Delrez et al. 2021</a>,107.245,0.425,2.562,0.22856672,8.82,0.02775082,Mass,0,5.74,431,0,<a refstr=DELREZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021NatAs.tmp..106D/abstract target=ref>Delrez et al. 2021</a>,,5664,1.058,0.87,-0.24,[M/H],4.39,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h21m45.63s,230.4401147,-48d19m07.74s,-48.3188174,14.682,5.65,4.159,5.48495,2021-08-09,2021-06,2021-08-09
HD 189733 b,HD 189733,"<a refstr="" Ben-Jaffel & Ballester, 2014 "" href=https://arxiv.org/abs/1404.1084></a><a refstr="" Narang et al., 2022"" href=https://iopscience.iop.org/article/10.3847/1538-3881/ac9eb8></a><a refstr=" "Oza et al., 2019 "" href=https://iopscience.iop.org/article/10.3847/1538-4357/ab40cc> </a>",2,1,Radial Velocity,2005,Haute-Provence Observatory,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,2.21857567,,12.66617,1.13,359.1479,1.13,Mass,0,,,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5052,0.75,0.79,-0.02,[Fe/H],4.49,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h00m43.71s,300.1821223,+22d42m35.19s,22.7097759,19.7638,7.67,5.541,7.41432,2018-12-03,2017-03,2018-12-06
WASP-49 b,WASP-49,"<a refstr=""Narang et al., 2022"" href=https://iopscience.iop.org/article/10.3847/1538-3881/ac9eb8>  </a><a refstr=""Oza et al., 2019"" href=https://iopscience.iop.org/article/10.3847/1538-4357/ab40cc> </a>",2,1,Transit,2012,SuperWASP,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,2.78174,,12.44199,1.11,117.5971,0.37,Mass,0,,,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5600,0.97,0.92,-0.23,[Fe/H],4.5,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h04m21.53s,91.0897193,-16d57m55.40s,-16.9653901,194.553,11.352,9.749,11.2907,2018-04-25,2017-03,2018-04-26
HAT-P-12 b,HAT-P-12,"<a refstr=""Narang et al., 2022"" href=https://iopscience.iop.org/article/10.3847/1538-3881/ac9eb8>  </a>",1,1,Transit,2009,HATNet,Published Confirmed,0,<a refstr=HARTMAN_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...706..785H/abstract target=ref> Hartman et al. 2009 </a>,3.2130598,0.0384,10.749,0.959,67.059,0.211,Mass,0,,963,0,<a refstr=HARTMAN_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...706..785H/abstract target=ref> Hartman et al. 2009 </a>,K4,4650,0.701,0.733,-0.29,[Fe/H],4.61,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h57m33.27s,209.3886452,+43d29m35.92s,43.49331,142.751,12.665,10.108,12.4197,2014-05-14,2009-11,2014-05-14
WASP-69 b,WASP-69,"<a refstr=""Narang et al., 2023 "" href=https://academic.oup.com/mnras/article/522/2/1662/7110432> </a>",1,1,Transit,2014,SuperWASP,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,3.86814,,12.44199,1.11,92.1707,0.29,Mass,0,,,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,4700,0.86,0.98,0.15,[Fe/H],4.5,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h00m06.23s,315.0259661,-05d05m41.49s,-5.094857,49.9605,9.873,7.459,9.48466,2018-04-25,2017-03,2018-04-26
HD 189733 b,HD 189733,"<a  refstr="" Ben-Jaffel & Ballester, 2014 "" href=https://arxiv.org/abs/1404.1084></a><a refstr="" Narang et al., 2022"" href=https://iopscience.iop.org/article/10.3847/1538-3881/ac9eb8> </a><a refstr="" Oza et al., 2019"" href=https://iopscience.iop.org/article/10.3847/1538-4357/ab40cc> </a>",2,1,Radial Velocity,2005,Haute-Provence Observatory,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,2.21857567,,12.66617,1.13,359.1479,1.13,Mass,0,,,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5052,0.75,0.79,-0.02,[Fe/H],4.49,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h00m43.71s,300.1821223,+22d42m35.19s,22.7097759,19.7638,7.67,5.541,7.41432,2018-12-03,2017-03,2018-12-06
WASP-49 b,WASP-49,"<a refstr=""Narang et al., 2022"" href=https://iopscience.iop.org/article/10.3847/1538-3881/ac9eb8> </a><a refstr="" Oza et al., 2019 "" href=https://iopscience.iop.org/article/10.3847/1538-4357/ab40cc> </a>",2,1,Transit,2012,SuperWASP,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,2.78174,,12.44199,1.11,117.5971,0.37,Mass,0,,,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5600,0.97,0.92,-0.23,[Fe/H],4.5,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h04m21.53s,91.0897193,-16d57m55.40s,-16.9653901,194.553,11.352,9.749,11.2907,2018-04-25,2017-03,2018-04-26
WASP-31 b,WASP-31,"<a refstr=""Oza et al., 2019"" href=https://iopscience.iop.org/article/10.3847/1538-4357/ab40cc>  </a>",1,1,Transit,2010,SuperWASP,Published Confirmed,0,<a refstr=ANDERSON_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A&A...531A..60A/abstract target=ref> Anderson et al. 2011</a>,3.4059096,0.04659,17.363,1.549,151.916,0.478,Mass,0,,,0,<a refstr=ANDERSON_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A&A...531A..60A/abstract target=ref> Anderson et al. 2011</a>,,6302,1.252,1.163,-0.2,[Fe/H],4.308,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h17m45.33s,169.4388603,-19d03m17.20s,-19.0547781,383.829,11.658,10.65,11.8163,2014-05-14,2011-07,2014-05-14
HD 209458 b,HD 209458,"<a refstr=""Oza et al., 2019"" href=https://iopscience.iop.org/article/10.3847/1538-4357/ab40cc>  </a>",1,1,Radial Velocity,1999,W. M. Keck Observatory,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,3.52474859,,15.58051,1.39,232.0159,0.73,Mass,0,,,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,6091,1.19,1.23,0.01,[Fe/H],4.45,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h03m10.81s,330.7950219,+18d53m03.27s,18.8842419,48.3016,7.65,6.308,7.50866,2018-12-03,2017-03,2018-12-06
HAT-P-1 b,HAT-P-1,"<a refstr=""Oza et al., 2019"" href=https://iopscience.iop.org/article/10.3847/1538-4357/ab40cc>  </a>",2,1,Transit,2006,HATNet,Published Confirmed,0,<a refstr=NIKOLOV_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.437...46N/abstract target=ref>Nikolov et al. 2014</a>,4.46529976,0.05561,14.784671,1.319,166.86075,0.525,Mass,,,1322,0,<a refstr=NIKOLOV_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.437...46N/abstract target=ref>Nikolov et al. 2014</a>,,5980,1.174,1.151,0.13,[Fe/H],4.359,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h57m46.89s,344.4453632,+38d40m29.71s,38.674919,158.979,9.827,8.858,10.1786,2015-09-08,2014-01,2015-09-10
bet Pic b,bet Pic,"<a refstr="" Poon et. al., 2024"" href=https://arxiv.org/abs/2412.05988> </a>",1,2,Imaging,2008,Paranal Observatory,Published Confirmed,0,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,8617.50952,10.018,,,3727.809386,11.729,Mass,0.106,,,0,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,,,,1.795,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h47m17.10s,86.8212337,-51d03m58.13s,-51.066148,19.7442,3.85,3.526,3.82015,2023-06-12,2022-09,2023-06-12
